fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
9.108235075916756,0.27385628958504277,0.4531173472121816,10.700321756331602,0.03512893168908153,27.90682900365665,123.9203075324911,0.9968719970000015,3.1930689127214817,0.44058179926552327,10.465522444055209,9
6.890829197419091,0.3617846584795667,0.34001488973022154,4.171579483610986,0.019809709842400332,56.24023382559963,121.93534186807445,0.989959230634499,3.2666641867450363,0.36348874678710125,12.685662738558014,9
6.520233107504039,0.35688452343795585,0.2958027379891429,1.8091822586006145,0.020807821838677028,23.526829006605166,87.8989042026634,0.9895462536908424,3.406494372763961,0.6051367635403505,12.369484964497632,9
6.643510757756736,0.3603434963093628,0.2875703740209024,1.6353419438865784,0.0192110696618766,25.685212124647126,84.48117713749649,0.9896330900500124,3.406068550320411,0.6126106932581834,12.364791442872301,9
9.067440233941051,0.27758066387710933,0.45180879691516274,10.6867323101428,0.034209286579940684,27.541119599459012,126.59517704840493,0.9970169453405429,3.222430212230237,0.46140123117032483,10.418520899510355,9
6.566663508651034,0.3618719649120489,0.2916778164532942,1.4942068391636039,0.02308847594548767,25.48149990961313,85.34851604133635,0.9898803554819349,3.4173969380891265,0.6107597736370199,12.453643774236783,9
7.084437724359477,0.2736106019426082,0.48289630599448374,1.9500065223355192,0.03365661123385367,30.642622859842245,111.41387486616713,0.9902874669025412,3.375942873930808,0.42332441018578015,12.891289124602311,9
6.590021176702098,0.3641968386301574,0.28557334487270525,1.7803090306584743,0.022085368148474123,23.725342230217507,84.66655886865043,0.9899603494969446,3.4069105244729685,0.6071847768514583,12.377248451290345,9
6.8947335899272435,0.35524823506159076,0.3381455422844422,4.072391728782412,0.018810355474955142,57.06576948310029,122.67262353408155,0.98974732610042,3.2785962045967993,0.3566006112661741,12.747511200196566,9
6.941770116131445,0.35787539358708764,0.3419652561540877,4.297813189715552,0.018823567456139972,56.848470229500975,120.55629705960857,0.9897679351849594,3.2994854874563737,0.36528195352595716,12.790938113375075,9
6.9506612834027495,0.35632897299457794,0.3485003505904638,4.561184597093913,0.01772395887768186,56.19237766417364,117.90718946561583,0.9899360755656886,3.275181383661328,0.3600324009061924,12.682558187894927,9
6.888759368835034,0.36443592319989154,0.3407085794072684,4.1611571890013135,0.019001845684901007,56.98776980331649,121.02130679141814,0.9900788523954701,3.281931631503776,0.3567670015924216,12.705167826690602,9
7.074074709487878,0.2659659988705754,0.48946298196126503,2.370177265573486,0.033046798126380485,29.73320699817841,114.53953853207463,0.9902615864671135,3.3839520741844678,0.4189892091774613,12.85427169237603,9
7.3944343035192395,0.24887638865210415,0.36189776360341747,1.9925631354606401,0.03197547313576898,27.31357830981551,138.33159063300468,0.9907295269533604,3.2745163963239348,0.4784972193146862,12.504886796582023,9
9.061266001566144,0.2682810284637418,0.44903839619456903,10.511359670884932,0.03430850088271155,28.193434916891594,122.38996303098926,0.9971230704263645,3.2011350019854174,0.4580368822275147,10.343616407948648,9
6.89877070079783,0.362420472363306,0.3398610033069375,3.820220492729322,0.017624914709690145,57.6268066008213,116.60358430438282,0.9896895124387015,3.2798624941835754,0.36251519466740684,12.786525815365756,9
6.558992064974811,0.36662213663616616,0.29928085415892475,1.5904229112123616,0.020258677082267647,23.572462759149943,81.45419412266799,0.9896473717021029,3.4032654454916123,0.6050602848728653,12.45392470903893,9
6.992200144211589,0.36801551362319734,0.33863433005015414,4.160078261201379,0.019151599223367646,57.63530431701985,117.58911579807388,0.9897940922001722,3.2858720311069436,0.3686320036380547,12.805704610218335,9
6.605544294677383,0.35363589558503267,0.2916036846165484,1.3883241656574226,0.021350158169989444,24.37058736479913,84.61681988757661,0.9895001925669807,3.4015489103069805,0.6112705540118301,12.365921480817429,9
6.576688892284272,0.363207165834598,0.2860513814483624,1.1053063211434757,0.021452975180372084,24.109730618707097,87.7174720277982,0.9896738439305368,3.4158789255034083,0.59957775452651,12.525989619836901,9
6.930594152470018,0.3538297933061237,0.34771926041268986,3.7940134007686868,0.018664852480640762,58.70129931116537,120.77750361773778,0.9898116201401757,3.2832548049277896,0.3615612758668774,12.714882530029934,9
7.046598958723127,0.2568877495133115,0.4844201530507915,2.633961806228423,0.030368918585795837,31.40513873372524,113.42376021971916,0.9903544221785547,3.3768039381022517,0.41471932156278846,12.891858184195938,9
6.569158840415803,0.3532414703054387,0.2895598951688521,1.6091909770078856,0.022018667401937628,23.600838544648145,80.95922124195654,0.9896601425150672,3.4085284722671934,0.609843801418085,12.47655995174851,9
6.618368379776872,0.35678857110286627,0.2960151554954957,1.2508819332445185,0.020375215008475313,25.32197113686714,85.63673469350623,0.9895530929639651,3.4129509923258596,0.6091345379843662,12.337897442448956,9
6.905867715187961,0.35250235153896864,0.3346981755241658,4.053635604003614,0.01748023268282997,57.439039174534464,115.45167401902351,0.990155255577003,3.2877756533973668,0.36384718173801717,12.702038639281536,9
6.645456362484198,0.35388712464057465,0.29531344019260886,1.6024642936681348,0.020034629764970342,25.53068658475085,86.88301003893264,0.9896815087770606,3.399324339053717,0.6137824932471858,12.390483256171006,9
6.481691507233249,0.35532168017242394,0.27745489897924225,1.7091063168902765,0.021092418139055383,22.40379749860035,86.94398244654516,0.9898387842807665,3.400843204020913,0.6112565211468318,12.425410140311259,9
6.935460049443286,0.3615675762947706,0.33331485051113385,4.143307107229764,0.01792280918313713,56.74133120582544,119.10976530454704,0.9898636206950231,3.284408111556599,0.3708391544997809,12.673000294579673,9
6.876448970122858,0.3601752884960258,0.33942335395040635,4.691321236887167,0.016393137749240266,56.74347434584639,120.76149745555733,0.9900188589472871,3.2862359796091667,0.35588593411554337,12.667174855891576,9
9.049277653760953,0.26149740460380827,0.4647525530586434,11.102781547853848,0.032933337143740166,26.3750336546031,126.18708950718681,0.9968872979627161,3.2010267575363196,0.46775169868932814,10.376831633958512,9
7.025313739578627,0.27417808628204143,0.49089060416592056,2.2930962700737583,0.03176607602491622,31.14275165710394,113.23628241258855,0.9902870872554197,3.376970761407933,0.42790913683026455,12.882323036539555,9
7.075915473774095,0.25747342081292973,0.4910210110514096,2.1109729106746893,0.03294023544525309,30.680128028241267,112.68755499533299,0.9902349269825631,3.367255497421261,0.4219147791215375,12.9047865110464,9
6.6689144227105865,0.35312524345568547,0.29702672006814973,1.693001208251657,0.021828767513627174,22.279933470664588,82.13462808001267,0.9895669336073847,3.419601471660494,0.6126040414757353,12.478379928532162,9
7.142004120250798,0.263012884371539,0.48334902148367936,1.8769669034136545,0.03315586422364386,30.340638019130715,112.23431742034707,0.9903388510277477,3.3694497252156004,0.4253964189337263,12.768769182037113,9
6.670838370809635,0.35997633667450557,0.2714290756493981,1.8429552061487426,0.020771553830897842,25.19298643025452,82.85089887668015,0.9896142421729142,3.4040993185084805,0.6082075464229825,12.446638785930144,9
9.095066363208549,0.26579714233616863,0.46061516843010425,10.641743180166621,0.03459144233782472,28.78196356829834,121.82918967923203,0.9967927345404831,3.2107966325481927,0.4571271177372134,10.371264138120155,9
6.90462836541687,0.36202020370926685,0.3437019022792078,3.90659466187109,0.017871715661335996,56.38756048647269,117.41948594808595,0.9897560351860207,3.2862654114141114,0.3574227825245919,12.689113276173968,9
6.831549312955942,0.35652237250620455,0.3372738946052241,4.057975983040618,0.018929285210414336,56.36247452112098,114.77003579968786,0.9897439414318235,3.2765880087122774,0.36165984971534,12.63386907749034,9
6.8315413934852245,0.35847072520684176,0.3403511644915493,4.339397208505554,0.01986276993004716,57.74075810999244,121.11192287770814,0.9899279092983981,3.2767397021654023,0.357337379910958,12.702808702702455,9
7.093648066203978,0.26757999486649386,0.4964414966920858,1.7952208333673645,0.031468220899558134,29.308619446597792,113.47226729137738,0.990089863368632,3.374553012077487,0.4159006581866279,12.876183229757675,9
9.040352121223858,0.2706389571908497,0.449208596015973,10.382802794332994,0.03469295674509465,28.510780547074372,126.50337716696708,0.9969255119801133,3.192418562207439,0.45412053118942186,10.386311266277458,9
7.06284594043503,0.2631761393217871,0.4908870373800948,2.08675611495213,0.03203570303421342,29.423772959947073,114.72937949407603,0.9901910207293463,3.3724287364866408,0.41441565171253386,12.93548539616856,9
7.101875416163018,0.2572996332698553,0.5024609496466158,2.437057986391168,0.03169359260904638,32.41293974728451,114.07575365480739,0.9904081901413923,3.368721530042491,0.4163689503223817,12.938664249895105,9
9.155147045337987,0.27079233628913413,0.44238659250936335,11.01673157395759,0.03432922299127359,28.566529386548552,125.71270856564614,0.9969207836919497,3.2016273063134157,0.45649831484074394,10.486410923378163,9
9.100426655333706,0.2660134628086685,0.45316652791755185,10.692063367548814,0.03485484978677547,26.413191930818815,124.32522053583831,0.9971519192128951,3.1846839035135055,0.46060892313998814,10.36395741246904,9
9.041039748958765,0.2657845109424257,0.4425184391130639,9.831814221404251,0.03408667178769621,27.67258857522629,126.81431321897668,0.9969931623597167,3.1931272132249404,0.4555939590774926,10.441523745945258,9
9.021037647438806,0.26786725681418677,0.4595704934331388,10.328533218098366,0.035838132018544945,28.273030979959362,122.90073552136128,0.997071129765573,3.201922125898714,0.4627908504687949,10.438551008939742,9
6.905197203040053,0.35640810613447316,0.34179448492771847,5.049729586780076,0.019702497184269405,55.2902761442202,118.95657637451254,0.9899605809166032,3.2879759653549696,0.3711693994544219,12.705341025766492,9
7.37273366325218,0.24536858276311982,0.35579503347890545,2.0382640311488758,0.0306719982536868,26.962534916821877,138.397940849722,0.9903754137794545,3.2790062169435723,0.4870925535425146,12.60256529390224,9
7.4050345466550676,0.24299521299980384,0.35081303664250685,1.366429999992626,0.03292107078083333,27.414419337599416,143.3496795757906,0.990514102507411,3.285475002184115,0.47397745577511546,12.461158376356325,9
9.091150540819752,0.2581445548226989,0.447856005185132,11.176778783820788,0.03487532085086945,26.220036379544062,122.63746203724129,0.9970611560599755,3.1887737456813507,0.45830197153477426,10.409184914106268,9
7.396946756752511,0.24891722246582024,0.3611364692616208,1.6752404184266745,0.030194379460023797,27.642036913682713,141.77697186678765,0.9905787384080907,3.276600874980617,0.47278752135662083,12.51855712291932,9
7.452079988990515,0.24331584456126681,0.3670922680698416,2.139402626724385,0.03179281604683998,26.892667961184,136.0600004600779,0.9903616375327413,3.282120547115071,0.48110725059537024,12.427104936547218,9
9.145667514206481,0.27591972765986605,0.44330457825835073,10.321355830983071,0.03393242038782676,28.78891669336236,124.21623974373382,0.9971011547097729,3.1995274380183445,0.46143607798335895,10.476976655855422,9
7.4159868778059845,0.23911589591441615,0.35495141937239244,2.5353101968295544,0.03172074217806361,26.798224056977062,138.6084034154865,0.9905569308205777,3.2857785644780417,0.4809874413954859,12.49351298406741,9
7.061199744599904,0.25227298976779555,0.48695697955098943,1.8555782288087084,0.032293314141677035,30.090380488718587,110.79852976364278,0.9903186224808735,3.368053612531469,0.41404356081657534,12.926609433295635,9
6.576107304489992,0.3531522075479502,0.28525407963221056,1.4577221952070578,0.020533702261330552,23.006367306306075,83.56713086085979,0.9896178528189499,3.408127499778523,0.6063132660319118,12.496132860345309,9
6.633081471084171,0.36882963871958874,0.2868497483306846,1.8549920756964686,0.020411575133591202,23.731443929974475,86.08484101228879,0.9891879090941436,3.4149527211987043,0.6154251919950193,12.41308431251092,9
9.156406549656447,0.2615839452218825,0.4442133694076698,10.465545029434429,0.03399182670613194,27.837586354750137,123.27443056238822,0.9970792167211353,3.195928029041822,0.4622526776626899,10.402455922936598,9
6.8447930974051765,0.35252344039361083,0.34255385631999546,4.318222957112751,0.01919163113148282,57.91562359719889,116.91863613565141,0.9898853984779441,3.2731223986800306,0.35507263831490476,12.704041303401523,9
9.166207607710968,0.2677614697622479,0.44704330222075805,10.80192769439054,0.034742720014721035,27.75966155714059,125.93601075377948,0.9969387949167536,3.2035223202175196,0.45271217316130835,10.338846255984667,9
6.866203500744601,0.35283814918730494,0.3400661648769687,4.243055112609027,0.018359499955143282,55.657341515465866,118.95431103613653,0.98958440336951,3.2726977393286276,0.35958705588223816,12.676840555523318,9
6.628987300882762,0.36275732274560685,0.2918630431606862,1.3299144149400495,0.020987288709146314,23.606039906016996,85.71424739318996,0.9895722419118324,3.4207486726497547,0.6093043288604478,12.390784565530442,9
9.22140625140306,0.273158950733346,0.44155485919974874,10.408691516549018,0.034754986413632526,26.688429436682533,126.35739012094825,0.9971445028438671,3.1860419652903316,0.45269912925219397,10.405975660056482,9
7.031097375880657,0.2621395354867174,0.493634361239131,2.106795695292225,0.032377023721773236,31.30112321073826,116.33347424907444,0.9902407685106265,3.367740061107631,0.418250225053462,12.983895548816,9
7.421897054793973,0.23682368111742028,0.3612823388301622,2.1427767723475886,0.031591428784290755,27.49897932315071,134.07019184111311,0.9905532705879466,3.292325405232172,0.4772493460889333,12.556541340122747,9
6.886392461615296,0.36149342812502827,0.3412886587036658,4.397309036874512,0.018159999474056363,57.645625596516375,118.76832773037995,0.9897515563083907,3.2949714774204852,0.356666169473721,12.664240482165788,9
7.419384832367985,0.24922437575449816,0.3591838661626501,2.0498593739810453,0.030781800993000423,26.739687712095737,135.38380113150754,0.9905958030516142,3.2793085931006356,0.47757076530945186,12.498571470159309,9
7.373171852101926,0.23258359666979944,0.3583495626243202,2.170683662436104,0.029744761471485373,26.39779870195873,144.87861618817095,0.9903587546878854,3.2883651104716454,0.4815570451163096,12.585242548944848,9
8.992532618848525,0.27577533807028254,0.45032942989373914,10.21310077090989,0.03430285306008461,27.560515467803864,124.32508735100078,0.9969706271149973,3.2058732681488684,0.46050834232523663,10.295089202578826,9
7.367327444852807,0.24417878820050437,0.36058592659740335,2.0723665003120435,0.030646429639429235,26.921410048438684,141.0985763948372,0.9907092122349461,3.2762754675860317,0.4871248036200721,12.486156612059869,9
7.115040173754791,0.259455590328358,0.482774580709164,2.184227192432933,0.03201854017681141,30.56185573661465,111.64767471700752,0.99016681399542,3.3735401565066834,0.4211228398073797,12.820515516425292,9
7.45847902431342,0.2408604430638869,0.36964446313176447,2.1203804267569915,0.028991110140499043,28.38507197837296,138.23353480488325,0.9905100898096039,3.2734715219747184,0.48456822683229583,12.648693213879328,9
9.11757728249005,0.27184491228807406,0.4457403466415124,10.782864002606907,0.03571556603059122,27.685009917940718,126.3707414911375,0.9971529165143882,3.1881641294447203,0.4524874490001738,10.446997048634339,9
7.16383370029473,0.25494954145211424,0.49040840182814555,1.9444966802426151,0.03237090001713671,30.91196321367848,114.1108007158759,0.9904084433019207,3.3738209681794706,0.42086170999572997,12.869801356327171,9
6.578612967984753,0.35155804866474816,0.2971337297801551,1.5732612575573335,0.02032777334576158,23.353425631544276,88.61794280947056,0.9897157001739331,3.414267142421447,0.6078861258539053,12.397822681838283,9
7.375087134095567,0.24468838895770645,0.3579075317530481,2.324387770430219,0.02994157194383473,26.372856373105524,137.2006834209755,0.9906064729019504,3.271017334895338,0.48410891244548937,12.449992535482346,9
9.114869997933727,0.2635615022980336,0.45145083314788903,10.673886411449097,0.03420684073536079,26.904547633769173,123.52978480654161,0.997054173606629,3.1989184675311604,0.4614423372806188,10.521181851194857,9
6.583746124576137,0.35434639313089267,0.27658459082901476,1.5756307694890892,0.019470966260989084,23.114962061617874,86.10655820596156,0.9896165293662893,3.401012498965547,0.61894048494412,12.260448450379108,9
6.648652711262189,0.3573335347375562,0.277866789218491,1.303958800180784,0.02060803022659371,25.611000119154387,86.43552061309516,0.9898100612070322,3.4065044710987156,0.604710684836936,12.419926521933014,9
6.8390776011049494,0.3614713568524435,0.3398433665458068,4.331952459110978,0.017792661125380107,57.46799210561658,119.90415323849923,0.9897319557587949,3.2766927386219638,0.35596254165163504,12.695668714242675,9
7.1373919407482855,0.2574174031189509,0.49115997534278494,1.8620521568454977,0.03306095142793643,30.708391483319623,110.14675349172585,0.9901555996430695,3.3756137131372177,0.42193682857951537,12.837396021643556,9
7.452359519649482,0.23625568994811919,0.36677204165200217,1.9566339898940317,0.031547876090681125,26.435027660317616,136.96724362194928,0.9903490147990007,3.276210673819235,0.4792634163175315,12.484708190633048,9
9.115824007294204,0.274927542726991,0.4549049308968286,10.480592413554506,0.03644059448431485,29.062980525043123,124.73667434543017,0.9969104461084058,3.190439056675475,0.4546442646023468,10.301372649283827,9
6.939560205508794,0.3582766853800252,0.33025299695245447,4.295636516839899,0.01812962702319547,56.28090309086065,115.67188348562475,0.9897085958445752,3.293000550487655,0.3621187041241039,12.795529651437844,9
7.071862096387415,0.2558702579319134,0.4977647115221685,2.054468734770743,0.03094754039073691,29.53438536328855,111.0893124018492,0.9901966851533199,3.3737500550952526,0.41718878310319585,12.901559072376974,9
6.86396397559141,0.3620409423383281,0.3327109970678306,4.120158009034746,0.020010740126192812,57.408907788141995,119.08048243360075,0.9896292664485457,3.286789442322167,0.3625573263097895,12.755684574537245,9
7.115265393295003,0.2603029972689166,0.495282203546717,1.9786227070651556,0.03163203066191551,30.202544170953313,111.32639225637152,0.9903543197584628,3.374608435030895,0.41035118125976555,12.870510661380182,9
7.068696629153784,0.26014853263767074,0.4872344796735301,2.139609855738982,0.03021460871838745,29.895564756024676,113.49443642880095,0.9901625425427736,3.377130577823593,0.41833464405540854,12.981823255305283,9
7.413025058738051,0.24229337820799068,0.3766269420028987,2.052197758358597,0.031254459528842156,26.059975985691036,138.8067654278487,0.9906296520214098,3.2833078363571984,0.48089069461799755,12.502115881862746,9
7.113072174955639,0.2592891419413619,0.4863857036324279,2.1155566400808405,0.030163503868640418,31.35711807801033,111.3003474844278,0.9904047113856367,3.3735243973117597,0.42096102947315356,12.96529160998744,9
6.897078370911866,0.3643687339560229,0.3395467628549271,4.123789025711597,0.01790223790668401,56.91030137278752,117.35139838211602,0.9901736764284498,3.28096476537118,0.36396779029731013,12.734530304135516,9
7.112235664991406,0.25261251425751174,0.49096917969439957,2.2399944747568337,0.03145096669601688,30.152869573427438,115.75571059183294,0.990233978435183,3.3666727941181662,0.4186123568401283,12.897953454180987,9
7.427509556364849,0.24641974062477118,0.35851524972459947,2.2433492341556374,0.031604933371355275,27.404037533507374,139.8283464137602,0.9905268101948799,3.2867185537159513,0.4825408781032698,12.5608345542291,9
7.39566456145946,0.23527709205441788,0.35389503289664476,2.1810017084428037,0.03210146386495316,26.28790885487154,139.53334570845405,0.9904416105370362,3.2779950267944162,0.47960573469274675,12.754697095726636,9
6.8793311453534525,0.3515355171915979,0.3534941852699298,3.8855046459203844,0.017624848147876994,55.59252717360765,119.1183056732365,0.9896298552981647,3.2808921116677214,0.36416227451576333,12.631163728840189,9
6.635656557041136,0.35592294559345383,0.2862613265079123,1.7865391226245493,0.020542401301994306,22.87459328604535,83.04317983244647,0.9895889674136827,3.4128042068496964,0.601271564298501,12.392644120864166,9
6.611844549076893,0.3581923073279148,0.2860419689005616,1.9325007324801797,0.021875763314331335,24.018930945135033,83.78296255425599,0.989537301068856,3.4134442134667466,0.5952175559022957,12.321275138684905,9
7.119550970199081,0.2561987637308847,0.48933022451034586,2.371541027220341,0.031114278022531472,30.325737437449746,107.82295343828596,0.9901280432739192,3.3623140270786522,0.42711597263708134,12.925236901848871,9
9.125250710181907,0.26500831867310687,0.4511831286743693,10.013318626382194,0.035074470003880615,28.090578101328646,122.62740195715126,0.9970343716154175,3.201524531176893,0.4567728816620814,10.413739329362649,9
7.1064385839382105,0.26522654391411593,0.4858070701636577,2.264357255920963,0.03262549704616184,31.957215981216496,111.66371937141352,0.9901443105592141,3.3622651444270444,0.41033141399266265,13.018217705763549,9
6.885081446679815,0.35549721082082414,0.34583755073853006,4.536300274190998,0.017086752543384973,56.457879800794245,120.18303059088957,0.9898821831723483,3.281353204060304,0.3590874622841311,12.684383583804221,9
6.873264355713595,0.3483230380453253,0.34093504166678473,4.090949043456108,0.01765271583589805,59.29436214569575,117.69937139372777,0.9899242922270083,3.285908606954221,0.35705643088274314,12.757923913061155,9
6.896166337102051,0.3581875667725852,0.3401230334069196,4.904974369681446,0.018116558418666967,57.23768962364126,120.69474971643606,0.9896744165504203,3.2936380590480194,0.3620949126797295,12.57344419078912,9
6.920880571198268,0.3705784593553103,0.34341684653826454,3.670016395661862,0.01953717205112087,56.848300430666725,118.43990171628535,0.9900031058572145,3.2843773291682665,0.36279405477513416,12.709236276690785,9
6.92290291032818,0.3544969514670471,0.3348046176683731,4.235525951907007,0.016602893367525563,55.85148742531266,119.32031158511393,0.9898582645464531,3.2865464377976537,0.35763051177583793,12.647068822098516,9
7.406237180380515,0.2353471420067053,0.35641823892881663,2.1758427408231156,0.03082766204898472,26.700095152771425,138.93275200766243,0.9905394151094871,3.271757784862124,0.4852729663686678,12.536042116243745,9
6.615265035366369,0.35791223943226247,0.28986501370329687,1.6418306850823392,0.022563759971034703,23.78613273400668,86.50906044269342,0.989391688873772,3.4140778837319354,0.6031266140507673,12.470062394556754,9
6.852121656915247,0.3679864590973118,0.34569326098866243,4.237434236534779,0.01912203947704914,57.65375642995171,121.60113214395399,0.9895511938388971,3.2715480204184257,0.34665817118772646,12.66349113433007,9
9.079870918758976,0.2681405904474717,0.44850689059255433,10.34716216390355,0.03468167971636064,27.487339822885275,121.87156097278127,0.9972283977647075,3.209111253527587,0.4608378740430249,10.432895897972859,9
9.129079014400824,0.264707480055797,0.4480586167309065,10.460150273835117,0.03491761972084585,28.372063331028762,127.79413012434532,0.9971916508721939,3.191920901994562,0.4585358110624951,10.378280336318026,9
9.063875816698227,0.27187776988241097,0.437091682596974,10.739447622917377,0.035530702035307345,28.036159554167188,122.15241699955968,0.9972323134140022,3.1925959598616416,0.4492463755209747,10.4028789569334,9
9.106123393872029,0.27149285362920234,0.4457540799567439,10.086187755873539,0.03555461291696728,28.838789110617984,123.60264594334362,0.9972697329432301,3.205718819353199,0.46345860686988355,10.425031195112403,9
7.402235020654875,0.24251688532863686,0.34989485851341573,2.2200664357253506,0.03259193968477239,27.90664050047738,137.85936605011557,0.9907496488860321,3.2927280919196416,0.47035988112496024,12.438903630129378,9
9.095064655770788,0.2645058495266778,0.4414197908290064,10.572277357971734,0.0363069891337245,28.287055522360202,127.25140190886198,0.9970346199407969,3.208015629254133,0.45936162072792086,10.33920235320059,9
6.929420921985646,0.3570805673540057,0.3422393602111743,4.334248199674748,0.016403266866741213,57.65827108694002,116.71228438499372,0.9898813007237403,3.2773177924016283,0.36435326229340653,12.75277623352402,9
7.109847038779409,0.26582179186255,0.5103190443717417,2.4057413001672727,0.030157500420814155,31.966828610707758,114.54734583504623,0.990200615271089,3.362503427036014,0.42145763964299726,12.858779659758472,9
9.048098179027276,0.27211536107748174,0.45118915622570327,11.506759581452826,0.034371984007743286,28.462374049512338,119.23776372997708,0.9970346516231074,3.1967581148993447,0.46113785510338123,10.477873933699852,9
7.422371788900065,0.24418232998055295,0.36203722729592536,2.340002446872923,0.0288601014202272,27.239035090880233,140.75501119933304,0.9906582844891322,3.280952628015318,0.4773083498849086,12.391979561106282,9
7.3780203691080235,0.23972016479451128,0.35534395637520555,1.7078780169983638,0.03251604361210082,27.352127735263657,138.58748964099038,0.9906610758699584,3.2794135412949608,0.48095640956902713,12.556919340945774,9
9.040885343171224,0.27546342753628256,0.4435813758336335,11.125474652198038,0.03327204161046241,29.38684450859771,123.19243273038698,0.9969817808141732,3.1922039422958375,0.46288656941812373,10.400501609428524,9
7.13217156476861,0.26151613386614564,0.502588329157757,1.540437126591946,0.03165441470222832,31.096913083121027,111.50836691612027,0.9900052389558367,3.37974562935828,0.416341204492223,12.894305891539947,9
9.048602132328694,0.2672923395426998,0.4450692778438269,10.492134666559066,0.033993675132034856,28.627260779677368,123.85638578048771,0.9967802316189187,3.2099105096696494,0.45358115505529223,10.408968019897342,9
7.3846271058428945,0.2438554387523873,0.34775612355670577,2.0421998737921463,0.029166697006417212,26.418049478791424,138.2345424604975,0.9906191297406599,3.294282794935754,0.4844744984683509,12.412012036949761,9
6.612721241442356,0.3554743171638796,0.291503381343784,1.5212409272079195,0.02236393150200061,25.29153133196487,81.78494676327061,0.9895766063980238,3.3974180911352803,0.6205105410543753,12.46828241703193,9
6.896822810785658,0.3679830182713055,0.33736884943935047,4.268490348129585,0.017333792670709624,57.38681643175538,117.30746219497503,0.9898966095770683,3.2738727945755732,0.36848423434210825,12.67381511773971,9
7.372941647190307,0.24521388218506343,0.36364799911115164,1.9589795976787152,0.03320289897692159,26.70282874890032,140.72173906452915,0.9903732219336059,3.281900742701126,0.4650921543532569,12.449232017547647,9
9.05692911944746,0.26848616423782495,0.45959746073752844,10.912300324351593,0.03662343306888952,27.939690252246113,123.13166945845379,0.9971977428575521,3.2000366467853967,0.46710306618535413,10.531720965774458,9
6.867055775180921,0.3590433558330505,0.34225910798928083,4.082774546454628,0.017996339986501752,56.8120739519665,117.29514152895825,0.9896638295514931,3.276593579919057,0.3563995667773162,12.678769407255484,9
9.053300539283041,0.27068455995004054,0.451389250995592,10.571890029291916,0.03257973965464374,28.004278784747402,124.10027921378503,0.9972144346708282,3.19351238493883,0.470220804021386,10.347444268117997,9
9.094517627934039,0.2691059818094749,0.4540383731670601,11.030620446045221,0.0346070221463601,28.180502322907618,125.05364347662457,0.9967746755290459,3.192439962383341,0.45410508281212086,10.44946890507521,9
6.576362152644313,0.3668216728269804,0.30655901852243767,1.8353343296319864,0.02364052476127572,23.83067823645825,86.40199943224015,0.9897376234950762,3.425352717153702,0.6035957509538531,12.41603361427665,9
6.840240529050799,0.35721359057620355,0.35394969712593916,4.158704257444925,0.018494623776157383,55.633494353117385,119.7286514407611,0.9896647226469631,3.26918730432709,0.35971585971162856,12.761457627460903,9
6.887464422164291,0.3522290890877606,0.33806558733355163,4.314811752168776,0.017806741197461357,58.526884457482275,121.60706164239112,0.9897987123459473,3.2681983111586277,0.3577199083976731,12.705076119602447,9
6.572120979662843,0.3586622938036407,0.2958149762186564,2.0552090367339058,0.020293686196408388,24.229147908371605,85.10603921479324,0.9898063167024583,3.400996757473492,0.6080017531193206,12.458123586177258,9
7.411620530105086,0.24389203612573931,0.3709349662190086,1.6634352578759624,0.032024828412902565,27.233393265767305,138.4908546402886,0.9906809637443266,3.2814564068269414,0.48535326170083054,12.62489991062181,9
9.115695085321741,0.2752477319472391,0.45424539869764397,10.335653428727486,0.03542705945687652,27.95867379724963,125.88355234782874,0.9968804613687109,3.1979311438671063,0.46701907824297617,10.353881488111044,9
7.158164840703913,0.2605886190786803,0.489593903860409,2.06032357207344,0.03232793451781567,31.781376429009697,111.47210005745899,0.9902110369469372,3.3731341815136284,0.4146424538283781,12.872075543729848,9
9.12807677668299,0.266721854190769,0.44695211750267577,10.652795497234013,0.03631235626062894,28.041486825750642,123.12841514076341,0.9967715865479619,3.194645320868073,0.46931068112531443,10.302474524504209,9
9.052832003641715,0.2697719944141947,0.45060380198847083,10.835397099643426,0.036250309314757305,27.732438161721415,120.56458557408145,0.9967397504179707,3.200667374051938,0.4530147868930184,10.423123597130894,9
7.305812780362807,0.23661160786267613,0.35302166109778876,1.8140738582666325,0.0315050711416556,26.787451267111834,142.91155748758493,0.9904288988627332,3.2806422624689118,0.4765692888806965,12.50761453277054,9
9.034173037397474,0.25807746256319114,0.4554815083936247,10.371103674454954,0.033166953019968005,29.076754120508426,128.49706018536537,0.9968758681601338,3.2119325357083244,0.4743801500939792,10.476843554466972,9
6.578218743227309,0.35559332459471227,0.29851565866928936,1.2811618104969649,0.019865307496432772,24.174155328338866,84.62257294064854,0.9894312409971274,3.4234800339968436,0.6120984093053681,12.398258877504288,9
6.530305902761775,0.36263967876807235,0.28756977546513773,1.370952644745699,0.020287760990397242,23.969774069579536,86.64637589936522,0.9896201845132975,3.4088562451885136,0.6062705189065356,12.394875389518925,9
6.873295545203816,0.35860017671498107,0.3372416732512601,4.040598702822518,0.017956948494098724,56.625293459146945,120.50855987267752,0.9897952933202754,3.2864780758996632,0.3614981034029126,12.711911142050788,9
